ID,sentence_1_vie,sentence_2_viet,score
ENG-train-1559,"Hãy đi xem phim Hồi ức của một Geisha, đó là một bộ phim tuyệt vời.",Tôi vừa dẫn bạn gái đi xem phim Hồi ức của một Geisha.,0.62
ENG-train-1560,"Đó thực sự là điểm trừ lớn nhất đối với tôi và là lý do tôi chỉ có thể chấm 3,5 sao.",**Cảnh báo tiết lộ nội dung** (3.5 Sao) Nội dung sẽ có nhiều tình tiết tiết lộ.,0.62
ENG-train-1561,"Việc tìm kiếm một cuốn tiểu thuyết lãng mạn siêu nhiên nhẹ nhàng, dễ đọc đôi khi khá khó khăn.",Khởi đầu cho một series tiểu thuyết lãng mạn huyền ảo hay.,0.62
ENG-train-1562,Một đứa trẻ ngồi trên một gốc cây lớn.,Một người đàn ông và một người phụ nữ đang thư giãn cùng một đứa trẻ giữa những tán cây.,0.62
ENG-train-1563,Argentina tuyên bố chủ quyền đối với Nam Georgia vào năm 1927 và quần đảo Nam Sandwich vào năm 1938.,Nam Georgia và Nam Sandwich là lãnh thổ hải ngoại của Vương quốc Anh nhưng bị Argentina tuyên bố chủ quyền.,0.62
ENG-train-1564,"@realDonaldTrump: Chúng ta phải giành lại đất nước của mình. Đã đến lúc rồi! Hãy chiến thắng đi, ông Trump!","Tôi chỉ muốn gửi lời #ủnghộ lớn đến người đàn ông số 1 của tôi hiện nay, @realDonaldTrump. Cố lên nào, anh bạn!!",0.62
ENG-train-1565,Điều này khiến họ Tipulidae trở thành họ lớn nhất trong bộ Diptera.,Điều này có nghĩa là họ Tipulidae là nhóm ruồi lớn nhất.,0.62
ENG-train-1566,Cô gái trẻ mặc bikini nằm trên bãi biển,Một người phụ nữ mặc bikini đang dắt chó bằng dây xích trên bãi biển.,0.62
ENG-train-1567,Hai cô gái trẻ đang ngồi trên ghế đá ăn kem ốc quế.,Một cô bé mặc áo sơ mi xanh đang ăn kem ốc quế.,0.62
ENG-train-1568,"Một phần tiếp theo hay, nhưng khá nhẹ nhàng, của ""Lời nguyền Chalion"".",Tôi rất thích thú khi được khám phá thêm thế giới Chalion.,0.62
ENG-train-1569,Hai người phụ nữ lớn tuổi đang cần mẫn làm việc với những chiếc trục quay của mình.,Hai cụ bà đang vui vẻ trong một buổi tụ họp.,0.62
ENG-train-1570,Ba người đàn ông cưỡi ngựa trong một cuộc thi đấu rodeo.,Ba người vật lộn với một con bò tót tại một cuộc thi đấu bò tót.,0.62
ENG-train-1571,Đây là màu sắc thực tế của thuốc nhuộm từ cây chàm khi được thử lên vải thô.,"Thuốc nhuộm chàm được làm từ cây chàm, dùng để nhuộm vải.",0.62
ENG-train-1572,"Mặc dù đôi khi khó mà không làm vậy, nhưng tôi không bao giờ nghi ngờ số phận.",Đôi khi bạn phải mạo hiểm và để số phận tự vận hành.,0.62
ENG-train-1573,Nhưng điện thoại của bạn và điện thoại của Ed lại cho thấy điều ngược lại.,"Được rồi, điện thoại của cậu và Ed, đặt tên nó là gì cũng được.",0.62
ENG-train-1574,Một nhóm người đang cùng nhau ăn.,Hai người bạn đang ăn tại một quán cà phê.,0.62
ENG-train-1575,"Vigoda sinh ra ở thành phố New York, là con trai của Lena và Samuel Vigoda, những người nhập cư Do Thái từ Nga.","Năm 1982, tạp chí People đưa tin Vigoda đã qua đời, mặc dù thực tế ông vẫn còn sống.",0.62
ENG-train-1576,Ai hỏi bạn có từng có bạn gái chưa?,"Rồi khi được hỏi ""Mày đã từng có bạn gái chưa, anh bạn?""",0.62
ENG-train-1577,"Tôi đã chờ đợi qua bốn cuốn sách để đọc câu chuyện của họ, nhưng hãy tin tôi, điều đó hoàn toàn xứng đáng!","Tôi hoàn toàn không ngờ đến cái kết, nhưng nó khiến tôi háo hức chờ đợi cuốn sách tiếp theo.",0.62
ENG-train-1578,Tackey & Tsubasa là một bộ đôi thần tượng người Nhật Bản thuộc công ty Johnny & Associates.,SMAP là một nhóm nhạc thần tượng Nhật Bản được thành lập bởi Johnny & Associates.,0.62
ENG-train-1579,"Một chiếc áo phông in hình ""Master of Puppets"" của ban nhạc Metallica.","Hãy xem thử ""Bậc thầy múa rối"" vì nó siêu hay.",0.62
ENG-train-1580,"Đội hình chính gồm có ca sĩ Roger Daltrey, tay guitar Pete Townshend, tay bass John Entwistle và tay trống Keith Moon.","Thành viên của ban nhạc gồm có ca sĩ Sonny Sandoval, tay trống Wuv Bernardo, tay guitar Marcos Curiel và tay bass Traa Daniels.",0.62
ENG-train-1581,"Sự nghiệp của anh ấy trong Formula One kéo dài 15 mùa giải, trong đó hai mùa giải cuối cùng ở cấp độ cao nhất là tại giải CART.","Trong sự nghiệp của mình, anh ấy đã giành được 15 danh hiệu đôi nam cấp cao nhất và tổng cộng 1.027.625 đô la tiền thưởng.",0.62
ENG-train-1582,"Ngay lập tức, ông ta và bốn người đàn ông của mình đã ở trong nhà kho, tay cầm roi và quất roi tứ phía.","Ngay lập tức, hắn ta chạy vào cùng bốn người của mình và bắt đầu quậy phá.",0.62
ENG-train-1583,"Đúng vậy, họ không định làm phim đến tận cuốn thứ 7 sao?",Tôi nghĩ Harry Potter có thể sẽ chết trong cuốn sách thứ 7 của bộ truyện.,0.62
ENG-train-1584,"Wexford có một câu lạc bộ rugby, tên là Wexford Wanderers.",Wexford là thị trấn thủ phủ của hạt Wexford thuộc Cộng hòa Ireland.,0.62
ENG-train-1585,"Con gái chúng tôi lúc nào cũng thích tắm, nhưng việc ra khỏi bồn tắm thì... không mấy dễ chịu.","Vợ chồng tôi cũng từng gặp vấn đề tương tự với cặp song sinh sơ sinh của mình, chúng quấy khóc khi hết giờ tắm.",0.62
ENG-train-1586,"Được thúc đẩy bởi dòng máy bay Airbus A320 hiện đại, Boeing đã bắt đầu phát triển một loạt máy bay được nâng cấp vào năm 1991.","Đến đầu những năm 1990, rõ ràng là chiếc Airbus A320 mới đã trở thành mối đe dọa nghiêm trọng đối với thị phần của Boeing.",0.62
ENG-train-1587,Vở kịch tôi thích nhất trong tất cả các vở kịch.,Có lẽ đây là một trong những vở kịch Shakespeare mà tôi yêu thích nhất.,0.62
ENG-train-1588,Tôi đang rất háo hức chờ xem Trisha Wolfe sẽ mang đến cho chúng ta điều gì tiếp theo... và hy vọng chúng ta sẽ không phải chờ đợi quá lâu!,Trisha Wolfe đã làm một công việc tuyệt vời khi xây dựng các nhân vật và mối quan hệ giữa họ.,0.62
ENG-train-1589,"Aung San Suu Kyi tuyên bố ""một bình minh mới cho đất nước"".",Aung San Suu Kyi là con thứ ba trong gia đình bà.,0.62
ENG-train-1590,Những con cừu đang đứng trên đồng cỏ.,Một con chó lớn đứng cạnh một con cừu trên cánh đồng.,0.62
ENG-train-1591,Có thể họ đang thảo luận về các trò chơi trên xương khắc chữ.,Họ có thể đang nói về trò chơi xương thú.,0.62
ENG-train-1592,Mọi người hãy cùng lên chuyến tàu Trump nào!! Đó là vé một chiều hạng nhất đến Nhà Trắng cùng với @realDonaldTrump,@realDonaldTrump sẽ xuất hiện trên chương trình của @greta ngay bây giờ! #greta #TrumpIsRight,0.62
ENG-train-1593,GParted và KDE Partition Manager là các chương trình đồ họa sử dụng thư viện parted.,GParted là một chương trình đồ họa sử dụng thư viện parted.,0.62
ENG-train-1594,Troll 3 là một bộ phim kinh dị năm 1990 do Joe D'Amato và Fabrizio Laurenti đạo diễn.,"Troll 2 là một bộ phim kinh dị năm 1990, do Claudio Fragasso đạo diễn, dưới bút danh Drake Floyd.",0.62
ENG-train-1595,"Và chắc chắn điều này sẽ không ngăn cản tôi đọc cuốn tiểu thuyết mới của bà ấy, Dorothy Must Die.","Tôi sẽ không tiết lộ gì cả, nhưng chúng ta sẽ thấy Dorothy biến thành người như hiện tại trong phim Dorothy Must Die.",0.62
ENG-train-1596,Chỉ riêng sự tồn tại của cuốn sách này thôi cũng đủ để khơi dậy khuynh hướng giết người!,"Chỉ bằng hơi thở của mình, Laurent cũng có thể khơi gợi những khuynh hướng giết người.",0.62
ENG-train-1597,"Không thể cài đặt tác nhân trên %1, rc=%2!ld!","Việc cài đặt tác nhân trong %1 đã thất bại, giờ = %2!LX!.",0.62
ENG-train-1598,"Chà, có lẽ mọi chuyện đều có lần đầu tiên.",Tôi nghĩ đây là lần đầu tiên tôi trải nghiệm điều này.,0.62
ENG-train-1599,"Ngày 2 tháng 8, một cơn bão nhiệt đới đã đổ bộ vào vùng Đông Bắc Florida.","Đầu tháng 10, một cơn bão đã gây thiệt hại và xói mòn ở vùng đông bắc Florida.",0.62
ENG-train-1600,"Ông chán ngán với sự thiếu kỷ luật của ban nhạc Grande Bande và, với sự cho phép của nhà vua, đã thành lập ban nhạc Petits Violons của riêng mình.","Họ chơi không giỏi lắm, nên ông đã xin phép nhà vua để thành lập một nhóm khác, đặt tên là Petits Violons.",0.62
ENG-train-1601,Alastor cũng là một bất ngờ thú vị.,Tôi rất thích đoạn đối thoại nội tâm giữa Alastor và Prosper.,0.62
ENG-train-1602,Ba nhạc sĩ trẻ trong một ban nhạc gồm một nữ ca sĩ và hai nam chơi guitar.,"Một ban nhạc gồm một tay guitar, một tay bass, một tay trống và một nữ ca sĩ biểu diễn tại một địa điểm được chiếu sáng tốt.",0.62
ENG-train-1603,Một người phụ nữ đeo tai nghe màu neon đang viết vào sổ tay.,Một cô gái đang ngồi ở bàn viết vào cuốn sổ.,0.62
ENG-train-1604,"Thuyết tiến hóa không phải là một ý kiến, cũng không phải là một niềm tin.","Lý thuyết nguyên tử không phải là một ý kiến, cũng không phải là một niềm tin.",0.62
ENG-train-1605,Bạn có thấy đau khi rơi từ thiên đường xuống không?,"Khi từ trên trời rơi xuống, bạn đã nói gì?",0.62
ENG-train-1606,Một ma-nơ-canh cởi trần được chụp ảnh bên cạnh một chiếc xe hơi màu xanh.,"Một người phụ nữ khỏa thân phần trên, mặt được vẽ màu và toàn thân phủ đầy bùn.",0.62
ENG-train-1607,Lark và Wren đến để kết bạn với một số thành viên trong nhóm này.,Tôi hoàn toàn bị cuốn hút bởi mối quan hệ kỳ lạ giữa Lark và Wren và cách nó ảnh hưởng đến cả gia đình và cuộc sống học đường của họ.,0.62
ENG-train-1608,Một người đàn ông tóc vàng mặc áo sơ mi hồng đang thổi bay một bông bồ công anh.,Một cô bé đang chuẩn bị thổi vào một bông bồ công anh trong tay.,0.62
ENG-train-1609,"Năm 2007, MIT thành lập Hiệp hội Kerberos để thúc đẩy sự phát triển liên tục.",Viện Công nghệ Massachusetts (MIT) đã phát triển Kerberos để bảo vệ các dịch vụ mạng do Dự án Athena cung cấp.,0.62
ENG-train-1610,"Một câu hỏi đặt ra là liệu Pháp, quốc gia đã khiến Washington tức giận vì dẫn đầu cuộc phản đối việc Liên Hợp Quốc cho phép tiến hành chiến tranh, sẽ bỏ phiếu ""Có"" hay bỏ phiếu trắng.","Pháp, quốc gia đã khiến Washington tức giận khi dẫn đầu cuộc phản đối việc Liên Hợp Quốc phê chuẩn chiến tranh, cũng tìm cách thay đổi.",0.62
ENG-train-1611,Hillary đang thể hiện rất tốt trong chiến dịch tranh cử. Cuối cùng bà ấy cũng cho thấy khía cạnh cá nhân của mình và tôi nghĩ điều đó sẽ mang lại lợi ích to lớn cho bà ấy.,"Cảm ơn bà @HillaryClinton vì sự ủng hộ của bà dành cho cộng đồng LGBT. Vào ngày lịch sử này, tôi cảm ơn bà vì đã mang đến cho chúng tôi niềm hy vọng.",0.62
ENG-train-1612,"Bài hát ""Jesus of Suburbia"" của Green Day không thuộc trường hợp đó.",Tôi nghĩ Green Day là Chúa Jesus của Suberbia,0.62
ENG-train-1613,Lòng bò được ăn ở nhiều nơi trên thế giới. Các món ăn từ lòng bò bao gồm:,"Lòng bò là một phần của dạ dày động vật, thường được dùng làm thực phẩm.",0.62
ENG-train-1614,"Nước mắt tuôn rơi trên má, Kate Messner đã khắc họa căn bệnh nghiện ngập đầy xảo quyệt, khó hiểu và mạnh mẽ đến mức khiến tôi không nói nên lời.","Một cuốn sách tuyệt vời của Kate Messner khám phá những biến động trong mối quan hệ giữa các chị em khi một người đi học đại học, điệu nhảy bước chân kiểu Ireland và câu cá trên băng.",0.62
ENG-train-1615,Anh ấy rất thích chương trình Yo Momma.,Hãy xem Yo Momma trên MTV nhé!,0.62
ENG-train-1616,Điều duy nhất tôi ước khác đi là tôi muốn được xem nhiều hơn nữa về Juliette và Warner.,Những gì xảy ra trong Ignite Me giữa Juliette và Warner đúng như tôi đã dự đoán.,0.62
ENG-train-1617,Năm 1966 là một năm thường bắt đầu vào thứ Bảy theo lịch Gregorian năm 1966.,Năm 1950 là một năm thường bắt đầu vào Chủ nhật theo lịch Gregorian.,0.62
ENG-train-1618,Điều này đã giúp Roh giành chiến thắng sít sao và trở thành tổng thống được bầu cử dân chủ đầu tiên của đất nước.,Điều này đã giúp Roh trở thành tổng thống được bầu cử đầu tiên sau thời kỳ quân đội nắm quyền điều hành đất nước.,0.62
ENG-train-1619,"Ngày 5 tháng 6 năm 1806, Napoleon đã phong ông làm Vua của Hà Lan.","Năm 1806, Vương quốc Hà Lan thay thế nền cộng hòa để phục vụ lợi ích của Pháp.",0.62
ENG-train-1620,"Tôi mất năm phút, nhưng tôi đã làm xong.",Công việc này sẽ mất từ ​​năm đến mười phút để hoàn thành.,0.62
ENG-train-1621,Một vài người đang chèo thuyền vượt thác.,Một đội chèo thuyền kayak mặc đồ đỏ đang chèo xuôi dòng nước.,0.62
ENG-train-1622,Chỉ có một điều duy nhất có khả năng làm hỏng cuốn sách này.,"Suốt phần lớn cuốn sách này, tôi chỉ nghĩ đến nỗi đau lòng.",0.62
ENG-train-1623,"Ashelin rời bỏ anh ta, nhưng sau đó, Jak đổi ý và thực hiện chuyến đi đến Thành phố Haven bằng phương tiện vận chuyển.","Trong suốt trò chơi, Ashelin yêu cầu Jak quay trở lại Haven City.",0.62
ENG-train-1624,"Colin Matthew Delaney là một đô vật chuyên nghiệp người Mỹ, nổi tiếng nhất với vai trò đô vật cho World Wrestling Entertainment.","Randal ""Randy"" Keith Orton là một đô vật chuyên nghiệp người Mỹ hiện đang ký hợp đồng với World Wrestling Entertainment và thi đấu trên chương trình Raw của công ty này.",0.62
ENG-train-1625,@realDonaldTrump @PamplinFilmCo Chúng ta cần có người đàn ông mạnh mẽ trở lại Nhà Trắng...,"@realDonaldTrump Hãy nhìn nhận thực tế, chúng ta đã trở thành một quốc gia thụ động, trì trệ, bị kiểm soát bởi những kẻ côn đồ và những người theo chủ nghĩa phân phối lại của cải.",0.62
ENG-train-1626,Cô gái đứng trong ga tàu điện ngầm chờ đợi điều gì đó.,Một cô gái đứng trong một khu vực thiếu ánh sáng.,0.62
ENG-train-1627,Patrick Sharp là một cầu thủ khúc côn cầu trên băng chuyên nghiệp người Canada hiện đang chơi cho đội Chicago Blackhawks thuộc Giải khúc côn cầu quốc gia (NHL).,Niklas Hjalmarsson là một hậu vệ khúc côn cầu trên băng người Thụy Điển hiện đang chơi cho đội Chicago Blackhawks thuộc Giải khúc côn cầu quốc gia (NHL).,0.62
ENG-train-1628,Các đoàn tàu diesel hạng nhẹ Derby của hãng British Rail là những đoàn tàu đầu tiên được chế tạo hàng loạt cho Đường sắt Anh.,Các đầu máy diesel British Rail Class 44 hoặc Sulzer Type 4 được chế tạo bởi nhà máy Derby Works của Đường sắt Anh từ năm 1959 đến năm 1960.,0.62
ENG-train-1629,Một nhóm ba con chó đang chạy trên bãi biển đầy đá và cát.,Một con chó đang nhảy qua dòng nước trên bãi biển đầy cát.,0.62
ENG-train-1630,"Cho đến gần đây, gấu trúc đỏ vẫn bị bắt và bán cho các vườn thú.","Những năm gần đây, ngày càng nhiều vườn thú ở Nhật Bản đang nhân giống gấu trúc đỏ.",0.62
ENG-train-1631,Bảng xếp hạng theo mùa của bộ phim The Fresh Prince of Bel-Air trên kênh NBC.,"""The Fresh Prince of Bel-Air"" là một loạt phim truyền hình nổi tiếng của Mỹ.",0.62
ENG-train-1632,Tôi thích việc ông ấy chọn Johnny Depp đóng vai chính trong hầu hết các bộ phim của mình.,Johnny Depp rất tuyệt vời và tôi là người hâm mộ lớn nhất của anh ấy.,0.62
ENG-train-1633,"Làng Red Hook nằm trong Thị trấn Red Hook, tọa lạc trên Quốc lộ 9 của Hoa Kỳ.","Làng Red Hook là một cộng đồng dân cư thuộc hạt Dutchess, tiểu bang New York, Hoa Kỳ.",0.62
ENG-train-1634,Bộ truyện Covenant sẽ luôn là bộ truyện yêu thích nhất của tôi.,Tôi rất yêu thích loạt phim này và sẽ đăng bài đánh giá cho các bạn ngay khi tôi sắp xếp xong suy nghĩ của mình.,0.62
ENG-train-1635,Một đứa trẻ nhỏ đang chụp ảnh bằng máy ảnh đặt trên giá ba chân.,Một cô gái cho một đứa trẻ nhỏ xem máy ảnh của mình.,0.62
ENG-train-1636,"Hoa, thường là hoa hồng, và một hộp kẹo.",Hãy gửi cho cô ấy những món quà như kẹo và/hoặc hoa.,0.62
ENG-train-1637,Hardy trở lại TNA vào ngày 21 tháng 7 và được trao cơ hội tranh đai vô địch hạng nặng thế giới NWA.,"Ngày 8 tháng 9, Hardy tranh đai vô địch nhưng thua trước Jeff Jarrett, nhà vô địch hạng nặng thế giới của NWA.",0.62
ENG-train-1638,"@WildChild69 Không, bạn muốn hạn chế sự lựa chọn của bác sĩ và ép buộc họ phải hỗ trợ phá thai. Tôi muốn bảo vệ sự sống và phẩm giá con người.","@WildChild69 Lỗi đánh máy - Tôi muốn nói là ""chết"" - Mỗi ca phá thai đều khiến ít nhất một người chết.",0.62
ENG-train-1639,"Một ban nhạc, gồm người chơi keyboard, người chơi guitar và người chơi trống, biểu diễn trên sân khấu được chiếu sáng bằng ánh đèn màu hồng.","Một nam ca sĩ và người chơi guitar đi kèm, cả hai đều mặc quần trắng, đang biểu diễn trên sân khấu.",0.62
ENG-train-1640,Tôi cứ bị ám ảnh bởi bài hát này.,Bài hát Captain Planet cứ văng vẳng trong đầu tôi.,0.62
ENG-train-1641,Một nhóm thanh niên đang ngồi trò chuyện và uống nước lọc cùng nước ngọt.,Mọi người đang thưởng thức đồ uống và trò chuyện tại khu vực sân hiên ngoài trời của một nhà hàng.,0.62
ENG-train-1642,Hiện tại không thể cập nhật cấu hình giao diện.,Cập nhật cấu hình kênh. Cập nhật biểu tượng.,0.62
ENG-train-1643,Ba người thiệt mạng trong vụ đánh bom tại giải marathon ở Mỹ.,Taliban phủ nhận liên quan đến vụ đánh bom giải marathon Boston,0.62
ENG-train-1644,"""Chúng tôi không biết liệu có trường hợp nào là SARS hay không,"" Tiến sĩ James Young, Ủy viên an toàn công cộng của Ontario, cho biết.","""Chúng tôi đang hết sức cảnh giác,"" Tiến sĩ James Young, Ủy viên an ninh công cộng của Ontario, cho biết.",0.62
ENG-train-1645,Hãy nhẹ nhàng với họ nhé. Họ tuyệt vời theo cách riêng của họ. Dù sao thì không phải ai cũng như vậy đâu. (Chỉ đùa thôi.),(Đùa thôi) Cứ nhẹ nhàng với họ nhé. Họ là những người giỏi nhất theo cách của họ. Dù sao thì không phải ai cũng giỏi cả!!,0.62
ENG-train-1646,Năm 1682 là một năm thường bắt đầu vào thứ Năm theo lịch Gregorian.,Năm 1950 là một năm thường bắt đầu vào Chủ nhật theo lịch Gregorian.,0.62
ENG-train-1647,"@Reince Thông tin xác nhận những gì chúng ta đã biết. Sử dụng máy chủ để ngăn chặn email trở thành hồ sơ công khai. Giống như Obama, không có sự minh bạch.",@CorrectRecord khá ám ảnh với email và tính minh bạch. Tại sao Hillary Clinton lại hủy email của mình? #clintonemail,0.62
ENG-train-1648,Tôi rất thích những cảnh giữa Bella và Edward.,Bella yêu Jacob nhưng không phải theo cách cô ấy yêu Edward.,0.62
ENG-train-1649,Mary Magdalene là môn đồ nổi tiếng nhất ngoài mười hai môn đồ.,"Trong văn hóa dân gian Công giáo, Mary, em gái của Lazarus, được xem là Mary Magdalene.",0.62
ENG-train-1650,Một đứa trẻ đang chơi đùa trên cát biển lúc hoàng hôn.,Hai người đang ngồi trên bãi biển lúc hoàng hôn.,0.62
ENG-train-1651,Flinn đã chọn lọc một vài câu chuyện cổ tích ít được biết đến và kết hợp chúng lại thành một câu chuyện duy nhất - và điều đó hoàn toàn hiệu quả.,"Đây là một câu chuyện khá dễ thương, lồng ghép nhiều truyện cổ tích ít người biết đến.",0.62
ENG-train-1652,Tayse nhìn Senneth với vẻ trầm tư và thầm ngưỡng mộ cô ấy.,"Tôi rất muốn đọc thêm các phần tiếp theo trong loạt truyện này, đặc biệt là nếu chúng ta được gặp lại Senneth và Tayse.",0.62
ENG-train-1653,Thân cây chủ yếu bao gồm các mô nâng đỡ và vận chuyển.,Hai mô này vận chuyển chất lỏng và chất dinh dưỡng bên trong cơ thể.,0.62
ENG-train-1654,Một người phụ nữ đang gọt vỏ khoai tây.,Một người đàn ông đang thái khoai tây.,0.62
ENG-train-1655,"Progonomys được cho là tổ tiên của Mus và các loài họ hàng, trong khi Karnimata được cho là tổ tiên của Rattus và các loài họ hàng.","Tương tự, hai chi Progonomys và Karnimata được cho là có nguồn gốc trực tiếp từ Antemus.",0.62
ENG-train-1656,Cô ấy có thể gặp một số khó khăn trong giai đoạn đầu.,"Ban đầu, trải nghiệm này không mấy dễ chịu.",0.62
ENG-train-1657,"3,5 sao. ""Hunted by the Others"" là một khởi đầu vững chắc cho loạt truyện điều tra H&W của Jess Haines.","Mặc dù tôi có một số băn khoăn về cuốn ""Hunted by the Others"", tôi vẫn rất muốn xem Jess Haines sẽ dẫn dắt chúng ta đến đâu trong phần tiếp theo.",0.62
ENG-train-1658,"Trump, điều tốt đẹp nhất từng xảy ra với Đảng Cộng hòa, hay đúng hơn là Đảng Dân chủ. #cứtiếptụcnói","Nhìn vào các ứng cử viên tổng thống, chỉ có một người duy nhất có thể nổi bật và vượt trội hơn hẳn. #Trump",0.62
ENG-train-1659,"Còn về người mà bạn thầm thương trộm nhớ, tại sao anh ấy lại đau lòng thế?",Tôi không hề thích việc bị tổn thương tình cảm.,0.62
ENG-train-1660,Hãy cho tất cả các em nhỏ chuẩn bị được dâng cho Ming về nhà!,Tất cả các em nhỏ được chỉ định cho Ming sẽ được cho về nhà ngay lập tức.,0.62
ENG-train-1661,"@glennbeck Tôi muốn thấy một cuộc thăm dò ý kiến: Có bao nhiêu bác sĩ phá thai đã nói với một phụ nữ rằng ""Không, phá thai là không cần thiết trong trường hợp của bạn.""","@LifeNewsHQ Theo tôi, 22 tuần là quá muộn để phá thai, ba đứa trẻ sinh ba này là những em bé chứ không phải một đống tế bào.",0.62
ENG-train-1662,Fermi là nguyên tố siêu urani thứ tám.,Fermi là một nguyên tố hóa học.,0.62
ENG-train-1663,Willy lại từ chối và cuối cùng nói với Charley rằng anh ta đã bị sa thải.,"Charley đề nghị Willy một công việc, nhưng Willy từ chối.",0.62
ENG-train-1664,Dự thảo luật của Quốc hội được gọi là dự luật.,Đạo luật (hay Nghị quyết của Quốc hội) là luật do Quốc hội ban hành.,0.62
ENG-train-1665,"Qua van cửa mở, ánh sáng rực rỡ của bầu trời chiếu rọi.",Ánh sáng bầu trời chiếu xuyên qua khe cửa.,0.62
ENG-train-1666,Cả Portia và Vance đều là những nhân vật chính mạnh mẽ.,Portia và Vance có một mối quan hệ gắn bó sâu sắc.,0.62
ENG-train-1667,Kho chứa nhiên liệu đã qua sử dụng: (a) bản vẽ bố trí tổng thể của khu vực lưu trữ;,(a) bản vẽ bố trí tổng thể của nhà kho;,0.62
ENG-train-1668,Sienna Miller làm chứng tại phiên tòa xét xử vụ hack điện thoại ở Anh.,Sienna Miller chỉ trích báo chí vì những bài báo giật gân tại phiên tòa xét xử vụ hack điện thoại.,0.62
ENG-train-1669,"Hercules đã đứng lên chống lại Hippolyta, người nói rằng cô ấy không sợ Hercules.","Trong lúc giao chiến, Hercules cố gắng thuyết phục Hippolyta, nói với cô rằng cô mạnh mẽ hơn Hera.",0.62
ENG-train-1670,@realDonaldTrump Ông là quân bài chủ chốt trong trái tim tôi.,@realDonaldTrump Vừa xem ông trên @FoxNews. Ông thật tuyệt vời! Tôi sẽ bỏ phiếu cho ông! #MakeAmericaGreatAgain,0.62
ENG-train-1671,Thậm chí nó còn không mắc phải hội chứng thiếu vắng cha mẹ nữa chứ!,"Nếu bạn là một trong những người cảm thấy khó chịu với mô típ ""cha mẹ vắng mặt"" dường như xuất hiện khắp nơi trong văn học thiếu niên, thì đây là cuốn sách dành cho bạn.",0.62
ENG-train-1672,Một cậu bé đang nhảy xuống nước.,Một bé gái đang bơi trong bể bơi.,0.62
ENG-train-1673,Đây là những bài viết về các cầu thủ khúc côn cầu trên băng đang chơi hoặc đã từng chơi ở Giải khúc côn cầu quốc gia (NHL) cho đội Washington Capitals.,Đây là những cầu thủ khúc côn cầu trên băng đang chơi hoặc đã từng chơi cho đội Montreal Canadiens.,0.62
ENG-train-1674,Hai người đàn ông bị buộc tội khủng bố.,Người Nigeria gốc Ả Rập Xê Út bị buộc tội khủng bố ở New York,0.62
ENG-train-1675,Một người phụ nữ bày bán hàng hóa của mình ở góc phố với những chiếc bàn và tấm bạt trải dưới đất.,Các tiểu thương châu Á đang chờ bán hàng hóa của mình.,0.62
ENG-train-1676,Điều gì sẽ xảy ra khi cả Emily và Michael đều không từ chối làm những gì được yêu cầu?,"Tôi muốn tìm hiểu thêm về Michael và gia đình anh ấy cũng như Emily và gia đình cô ấy, và dường như giữa họ đang có một mâu thuẫn.",0.62
ENG-train-1677,"Sông Malir nằm ở Karachi, Sindh, Pakistan.","Nó tạo thành ranh giới tỉnh giữa Sindh và Balochistan, phía tây Karachi.",0.62
ENG-train-1678,"S-servis bke, s.r.o. vybaveni strelnic trên bản đồ EDB",Slezska univerzita v Opave trên bản đồ EDB,0.62
ENG-train-1679,"Bailey, tôi thấy trên bảng ghi chú có ghi ""phẫu thuật cắt bỏ một nửa lưỡi"". Tôi có thể tham gia vào ca phẫu thuật không?","Bác sĩ Bailey, tôi thấy có đề cập đến phẫu thuật cắt bỏ toàn bộ tuyến vú trên bảng. Tôi có thể tham gia được không?",0.62
ENG-train-1680,Ba cô gái đang biểu diễn một tiết mục trên sân khấu.,Ba nhạc sĩ vừa biểu diễn guitar vừa hát.,0.62
ENG-train-1681,Cô ấy được hai người dì nuôi dưỡng.,Hai người dì của cô đã nuôi nấng cả ba đứa trẻ.,0.62
ENG-train-1682,Ảnh cận cảnh một con cừu đang gặm cỏ.,"Ảnh cận cảnh một chú cừu con có gắn thẻ tai, đang đứng trên bãi cỏ.",0.62
ENG-train-1683,Album này được phát hành vào ngày 4 tháng 11 năm 1997 thông qua hãng A&M Records.,Album này được phát hành vào tháng 10 năm 1990 thông qua hãng A&M Records.,0.62
ENG-train-1684,Họ sẽ không muốn vi phạm luật bản quyền và bị trừng phạt.,"Nếu ai đó sử dụng warez.com, họ sẽ vi phạm luật bản quyền.",0.62
ENG-train-1685,"Kant đã xuất bản ấn bản thứ hai của Phê phán lý tính thuần túy vào năm 1787, sửa đổi đáng kể các phần đầu của cuốn sách.","Tác phẩm nổi tiếng nhất của Kant là cuốn Phê phán lý tính thuần túy, được Kant xuất bản năm 1781.",0.62
ENG-train-1686,Một nhóm công nhân xây dựng đang làm việc.,Một số công nhân xây dựng đang quan sát thang cuốn.,0.62
ENG-train-1687,Một điều khiến tôi ngạc nhiên là cốt truyện lại không đề cập đến những tác động tiêu cực hoặc nhược điểm của hội chứng Rippler.,"Anh ấy thông báo với cô rằng cô mắc hội chứng Rippler, một chứng rối loạn di truyền rất hiếm gặp mà em gái anh ấy đã bí mật nghiên cứu.",0.62
